Name,Class ID,Book,Type,Subtype,School,Cost,Resource,Damage Modifier,Critical Chance,Target Scope,Passive,Combat Only,Rank,Class Sources,Enemy Sources,External Acquisition,Modifies,Description
Rallying Chorus,RallyingChorus,Spells,Spell,Support,Performance,14,Mana,1.0,,self,False,True,,Troubadour,,False,,Restore HP and raise Attack and Magic for two turns.
Ray of Moonlight,RayOfMoonlight,Spells,Spell,Nature,Nature,8,Mana,1.0,,single_enemy,False,True,,Pathfinder,,False,,Deal Nature damage and suppress an enemy's shapeshifting for this combat.
Reflect,Reflect,Spells,Spell,Support,,14,Mana,1.0,,self,False,True,,Hierophant; Inquisitor; Mage; Spellblade,War Turtle,False,,"A magical shield surrounds the user, reflecting incoming spells back at the caster."
Refueling,Refueling,Spells,Spell,Support,Arcane,0,,1.0,,single_enemy,False,True,,Sorcerer,,False,,"Channel spirit force, regaining 10% of maximum mana on the first turn and twice the previous amount on every consecutive turn. At the start of each turn, continue Refueling or choose another action to cancel; while channeling, the caster is treated as prone for save rolls."
Regen,Regen,Spells,Spell,Heal,,8,Mana,1.0,5,self,False,True,,Healer,Archvile; Balor; Behemoth; Cambion Acolyte; Cerberus; Owlbear; Red Dragon; The Devil; Treant; Vesperion; Wendigo,False,,"Cooling waters stimulate your natural healing ability, regenerating health over time."
Regen,Regen2,Spells,Spell,Heal,,18,Mana,1.0,5,self,False,True,,Hierophant; Priest; Templar,Archvile; Balor; Behemoth; Cambion Acolyte; Cerberus; Owlbear; Red Dragon; The Devil; Treant; Vesperion; Wendigo,False,,"Cooling waters stimulate your natural healing ability, regenerating health over time."
Regen,Regen3,Spells,Spell,Heal,,30,Mana,1.0,5,self,False,True,,Archbishop,Archvile; Balor; Behemoth; Cambion Acolyte; Cerberus; Owlbear; Red Dragon; The Devil; Treant; Vesperion; Wendigo,False,,"Cooling waters stimulate your natural healing ability, regenerating health over time."
Regrowth,Regrowth,Spells,Spell,Heal,,8,Mana,1.0,5,self,False,True,,Druid; Pathfinder,,False,,Conjure leaves from the tree of life that heal the user over time.
Repel the Wicked,RepelTheWicked,Spells,Spell,Holy,Holy,12,Mana,1.0,,single_enemy,False,True,,Crusader; Paladin,,False,,Attempt to drive a fiend or undead foe from combat. A foe marked by Condemnation is disintegrated on a successful cast.
Resist All,ResistAll,Spells,Spell,Support,,25,Mana,1.0,,self,False,True,,Seeker,,False,,"Increase all elemental, Shadow, and Holy resistances by 50% for 5 turns."
Resist Earth,ResistEarth,Spells,Spell,Support,Abjuration,12,Mana,1.0,,single_enemy,False,True,,Inquisitor; Shaman,,False,,Raise Earth resistance for several turns.
Resist Electric,ResistElectric,Spells,Spell,Support,Abjuration,12,Mana,1.0,,single_enemy,False,True,,Inquisitor,,False,,Raise Electric resistance for several turns.
Resist Fire,ResistFire,Spells,Spell,Support,Abjuration,12,Mana,1.0,,single_enemy,False,True,,Inquisitor; Shaman,,False,,Raise Fire resistance for several turns.
Resist Holy,ResistHoly,Spells,Spell,Support,Abjuration,15,Mana,1.0,,single_enemy,False,False,,Warlock,,False,,Increase Holy resistance outside battle for 100 steps of game time.
Resist Ice,ResistIce,Spells,Spell,Support,Abjuration,12,Mana,1.0,,single_enemy,False,True,,Inquisitor,,False,,Raise Ice resistance for several turns.
Resist Poison,ResistPoison,Spells,Spell,Support,Nature,12,Mana,1.0,,single_enemy,False,False,,Druid,,False,,Increase Poison resistance by 50% for 100 steps of game time.
Resist Shadow,ResistShadow,Spells,Spell,Support,Abjuration,15,Mana,1.0,,single_enemy,False,False,,Healer; Hierophant; Paladin,Wayward Priest,False,,Increase Shadow resistance outside battle for 100 steps of game time.
Resist Water,ResistWater,Spells,Spell,Support,Abjuration,12,Mana,1.0,,single_enemy,False,True,,Inquisitor; Shaman,,False,,Raise Water resistance for several turns.
Resist Wind,ResistWind,Spells,Spell,Support,Abjuration,12,Mana,1.0,,single_enemy,False,True,,Inquisitor; Shaman,,False,,Raise Wind resistance for several turns.
Resonant Wave,ResonantWave,Spells,Spell,Non-elemental,Performance,16,Mana,1.0,,single_enemy,False,True,,Troubadour,,False,,Deal non-elemental damage and reduce Attack and Magic for two turns.
Restoring Boon,RestoringBoon,Spells,Spell,Heal,Nature,6,Mana,1.0,,self,False,True,,Druid,,False,,Consume remaining Regrowth healing and restore 25% more immediately.
Resurrection,Resurrection,Spells,Spell,Support,,0,,1.0,,none,True,True,,Archbishop,,False,,The ultimate boon bestowed upon only the chosen few. Life returns where it once left.
Rewind,Rewind,Spells,Spell,Time,Time,40,Mana,1.0,,single_enemy,False,True,,Astromancer,,False,,Return combat to the previous player choice point.
Ruin,Ruin,Spells,Spell,Status,,28,Mana,1.0,,single_enemy,False,True,,,Merzhin; Reflection Psychopomp; Vesperion,False,,"Devastate the target's physical and mental facilities, leaving them helpless to retaliate."
Sanctuary,Sanctuary,Spells,Spell,Movement,,100,Mana,1.0,,self,False,True,,Seeker,,False,,Return to town from anywhere in the dungeon.
Sandstorm,Sandstorm,Spells,Spell,Earth,,22,Mana,2.0,6,single_enemy,False,True,,,Sandworm,False,,"Engulf the enemy in a sandstorm, doing damage and blinding them."
Scorch,Scorch,Spells,Spell,Fire,Elemental,6,Mana,1.5,9,single_enemy,False,True,,Pathfinder,Fire Myrmidon; Flame Wisp,False,,Light a fire and watch the enemy burn!
Shadow Bolt,ShadowBolt,Spells,Spell,Shadow,Shadow,8,Mana,1.5,5,single_enemy,False,True,,Mage; Warlock,Black Slime; Necromancer,False,,"Launch a bolt of magic infused with dark energy, damaging the enemy."
Shadow Bolt,ShadowBolt2,Spells,Spell,Shadow,Shadow,20,Mana,2.0,4,single_enemy,False,True,,Warlock,Black Slime; Necromancer,False,,"Launch a bolt of magic infused with dark energy, damaging the enemy."
Shadow Bolt,ShadowBolt3,Spells,Spell,Shadow,Shadow,30,Mana,2.5,3,single_enemy,False,True,,Shadowcaster,Black Slime; Necromancer,False,,"Launch a bolt of magic infused with dark energy, damaging the enemy."
Shadow Curtain,ShadowCurtain,Spells,Spell,Support,Shadow,28,Mana,1.0,,single_enemy,False,True,,Shadowcaster,,False,,"Cloak yourself in shadow, slowing nearby enemies and empowering attacks."
Shell,Shell,Spells,Spell,Support,,26,Mana,1.0,,self,False,True,,Hierophant; Priest,Cambion Acolyte; Cerberus; Maelephant,False,,"The target is shrouded in a magical veil, lessening the damage from magic attacks."
Shock,Shock,Spells,Spell,Electric,Arcane,6,Mana,1.25,4,single_enemy,False,True,,Mage,Cyborg; Disciple; Electric Bat; Owlbear; Spell-Sealed Cutpurse; Storm Myrmidon,False,,An electrical arc from the caster's hands to the enemy.
Silence,Silence,Spells,Spell,Status,,20,Mana,1.0,,single_enemy,False,True,,Archbishop; Cleric; Conjurer; Hierophant; Inquisitor; Spell Stealer,Copycat; Electric Bat; Harlequin; Imp; Jester; Naga; Puppet; Reflection Psychopomp; Steel Predator; Trickster; Vampire; Vesperion; Warforged,False,,"Tongue-tie the enemy's brain, making spell casting impossible."
Sleep,Sleep,Spells,Spell,Status,,9,Mana,1.0,,single_enemy,False,True,,Conjurer; Mage; Warlock,Archvile; Circe; Fuath; Incubus; Mad Waitress; Night Hag; Nightmare; Succubus,False,,A magical tune lulls the target to sleep.
Slow,Slow,Spells,Spell,Status,Arcane,14,Mana,1.0,,single_enemy,False,True,,Sorcerer,,False,,Lower the target's speed.
Smite,Smite,Spells,Spell,Holy,Holy,10,Mana,1.0,4,single_enemy,False,True,,Cleric; Healer; Paladin,Evil Crusader,False,,"The power of light rebukes the enemy, adding bonus holy damage to a successful attack roll."
Smite,Smite2,Spells,Spell,Holy,Holy,20,Mana,1.25,3,single_enemy,False,True,,Cleric; Crusader,Evil Crusader,False,,"The power of light rebukes the enemy, adding bonus holy damage to a successful main-hand attack roll and dealing additional damage to Undead."
Smite,Smite3,Spells,Spell,Holy,Holy,32,Mana,1.5,2,single_enemy,False,True,,Crusader; Hierophant; Templar,Evil Crusader,False,,"The power of light rebukes the enemy, adding bonus holy damage to a successful main-hand attack roll and dealing additional damage to Undead and Fiends."
Soul Binding,SoulBinding,Spells,Spell,Status,Shadow,30,Mana,1.0,,single_enemy,False,True,,Shadowcaster,,False,,Link two souls so damage suffered by either is shared by both.
Soul Drain,SoulDrain,Spells,Spell,Soul,,18,Mana,1.0,5,single_enemy,False,True,,Soulcatcher,,False,,"Drain a fragment of the enemy's soul, dealing a small portion of its current health without killing it."
Soul Siphon,SoulSiphon,Spells,Spell,Status,Shadow,25,Mana,1.0,,single_enemy,False,True,,Demonologist,,False,,Mark a soul for three turns; its death yields a Soul Gem.
Starfall,Starfall,Spells,Spell,Earth,Nature,18,Mana,1.0,,all_enemies,False,True,,Druid,,False,,"Call three small meteors onto every enemy, each dealing Earth damage."
Stone Skin,StoneSkin,Spells,Spell,Support,Nature,21,Mana,1.0,,single_enemy,False,True,,Druid,,False,,"Transform your skin into solid rock, reducing melee damage and resisting fire."
Stupefy,Stupefy,Spells,Spell,Status,,14,Mana,1.0,,single_enemy,False,True,1,,Black Slime,True,,"Hit the enemy so hard, they go stupid and cannot act."
Teleport,Teleport,Spells,Spell,Movement,,50,Mana,1.0,,none,False,False,,Conjurer; Seeker; Wizard,,False,,Teleport the user to a previously set location on the same level.
Temporary Stasis,TemporaryStasis,Spells,Spell,Time,Time,16,Mana,1.0,,single_enemy,False,True,,Diviner,,False,,Prevent a target from acting for two turns while all its other timers stand still.
Terrify,Terrify,Spells,Spell,Shadow,,18,Mana,1.0,4,single_enemy,False,True,,Warlock,Archvile; Balor; Beholder; Brain Gorger; Incubus; Lich; Maelephant; Mind Flayer; Succubus; The Devil; Wendigo,False,,"Get in the mind of the enemy, terrifying them into inaction and doing damage in the process."
Thorny Vine,ThornyVine,Spells,Spell,Nature,Nature,9,Mana,1.0,,single_enemy,False,True,,Pathfinder,,False,,Call forth a vine that deals Nature damage when escape attempts fail.
Thunderstrike,Thunderstrike,Spells,Spell,Electric,,40,Mana,3.0,5,single_enemy,False,True,,,,False,,"The lightning bird calls down a devastating bolt that chains through the target multiple times, leaving them paralyzed."
Torchlight,Torchlight,Spells,Spell,Construct,Conjuration,12,Mana,1.0,,single_enemy,False,False,,Conjurer,,False,,"Conjure a bright light for 50 steps, halving the random encounter rate while it remains active."
Tornado,Tornado,Spells,Spell,Wind,Elemental,40,Mana,2.25,6,single_enemy,False,True,2,Wizard,Wyvern,True,,You bring down a cyclone that pelts the enemy with debris and causes massive wind damage.
Tranquility,Tranquility,Spells,Spell,Support,Holy,5,Mana,1.0,,single_enemy,False,True,,Healer,,False,,Apply Peaceful and grant immunity to Berserk.
Tree of Life,TreeOfLife,Spells,Spell,Support,Nature,28,Mana,1.0,,single_enemy,False,True,,,,False,,"Transform into a giant oak tree for 3 turns, becoming a living bastion."
Tremor,Tremor,Spells,Spell,Earth,Elemental,3,Mana,1.5,8,single_enemy,False,True,,Mage; Pathfinder,Earth Myrmidon; Xorn,False,,"The ground shakes, causing objects to fall and damage the enemy."
Tsunami,Tsunami,Spells,Spell,Water,Elemental,26,Mana,2.0,3,single_enemy,False,True,2,Wizard,Hydra,True,,A massive tidal wave cascades over your foes.
Turn Undead,TurnUndead,Spells,Spell,Holy,Holy,8,Mana,1.5,5,single_enemy,False,True,,Healer,,False,,A holy chant is recited with a chance to banish any nearby undead from existence.
Turn Undead,TurnUndead2,Spells,Spell,Holy,Holy,20,Mana,2.0,3,single_enemy,False,True,,Cleric; Hierophant; Templar,,False,,A holy chant is recited with a chance to banish any nearby undead from existence.
Tutelary,Tutelary,Spells,Spell,Support,Conjuration,9,Mana,1.0,,single_enemy,False,True,,Healer,,False,,Call a spirit that sometimes reduces incoming damage.
Twist Fate,TwistFate,Spells,Spell,Time,Time,18,Mana,1.0,,single_enemy,False,True,,Astromancer,,False,,Guarantee the success of your next action.
Vile Potion,VilePotion,Spells,Spell,Poison,Nature,0,,1.0,,single_enemy,False,True,,Archdruid,,False,,Imbibe rot and spew putrid vomitus at a foe.
Vision,Vision,Spells,Spell,Support,Divination,6,Mana,1.0,,single_enemy,False,True,,Healer; Ranger,,False,,"Grant sight to the target for a time, including outside combat."
Volcano,Volcano,Spells,Spell,Fire,Elemental,24,Mana,2.5,9,single_enemy,False,True,2,,Red Dragon; Wyrm,True,,"A mighty eruption burst out from beneath the enemy' feet, dealing massive fire damage."
Volitation,Volitation,Spells,Spell,Movement,,16,Mana,1.0,,single_enemy,False,True,,Conjurer; Seeker; Wizard,,False,,Float above hazardous ground for a short time.
Vulcanize,Vulcanize,Spells,Spell,Offensive,Fire,15,Mana,1.0,,self,False,True,,Astromancer; Diviner; Soulcatcher,,False,,"Fire can be very destructive but can sometimes harden. The user is engulfed in flames, taking fire damage but increasing armor."
Water Jet,WaterJet,Spells,Spell,Water,Elemental,4,Mana,1.0,3,single_enemy,False,True,,Mage; Pathfinder,Fuath; Water Myrmidon,False,,A jet of water erupts from beneath the enemy's feet.
Weaken Mind,WeakenMind,Spells,Spell,Status,,20,Mana,1.0,,single_enemy,False,True,,Astromancer; Conjurer; Seeker,Brain Gorger,False,,"Attack the enemy's mind, diminishing their ability to deal damage and defend against magic."
Wind Shrapnel,WindShrapnel,Spells,Spell,Wind,,40,Mana,1.2,5,single_enemy,False,True,,,,False,,"Conjures a storm of razor-sharp wind blades that strike the target multiple times, each with a chance to critically wound."
Wind Speed,WindSpeed,Spells,Spell,Support,,12,Mana,1.0,,self,False,True,,Spell Stealer,Owlbear,False,,"The power of the wind is at the user's back, increasing dodge chance and increases chance to flee in battle."
Windswept,Windswept,Spells,Spell,Wind,Nature,15,Mana,1.0,,single_enemy,False,True,,Archdruid,,False,,Launch the target on a mighty gust of wind.
Wormhole,Wormhole,Spells,Spell,Time,Time,10,Mana,1.0,,single_enemy,False,True,,Astromancer,,False,,Send a spell two turns into the future.
