Name,Class ID,Book,Type,Subtype,School,Cost,Resource,Damage Modifier,Critical Chance,Target Scope,Passive,Combat Only,Rank,Class Sources,Enemy Sources,External Acquisition,Modifies,Description
Dreadful Sign,DreadfulSign,Skills,Skill,Class,,8,Mana,1.0,,single_enemy,False,True,,,,False,,Place one stack of dread on an enemy; three stacks Stun it.
Driving Thrust,DrivingThrust,Skills,Skill,Offensive,,7,Mana,1.0,,single_enemy,False,True,,Warrior,,False,,"Drive your weapon into the enemy, dealing greatly increased damage while the target is stunned."
Drunken Brawler,DrunkenBrawler,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Monk,,False,,"After using a potion, your next turn gains bonus damage and critical chance."
Dual Wield,DualWield,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad; Weapon Master,,False,,"Passive: Equip a one-handed weapon in the off hand, with an accuracy penalty to attacks made by either hand."
Dual Wield Excellence,DualWieldExcellence,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Grandmaster of Arms,,False,,Passive: Dual Wield no longer penalizes main-hand accuracy; the off-hand penalty remains.
Dual Wield Mastery,DualWieldMastery,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Grandmaster of Arms,,False,,Passive: Dual Wield no longer penalizes accuracy with either hand.
Duelist,Duelist,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad; Ranger; Weapon Master,,False,,"Passive: Gain accuracy, critical chance, and melee damage while wielding a one-handed weapon without a shield."
Echoing Blade,EchoingBlade,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Knight Enchanter,,False,,Weave Releases have a 25% chance to repeat their effect at the start of your next turn.
Ejection Gale,EjectionGale,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,,Wind spells can eject their targets from combat.
Electrical Burns,ElectricalBurns,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,,Critical Electric spells can set their target on fire.
Electrified,Electrified,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Mage,,False,,Electric spells have a 20% chance to electrify the caster for 3 turns; successful melee attacks against them trigger an Intelligence-scaled jolt.
Elemental Convergence,ElementalConvergence,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,Prismatic Cataclysm,Each successive elemental strike in Prismatic Cataclysm deals 10% more damage.
Elemental Strike,ElementalStrike,Skills,Skill,Enhance,,15,Mana,1.25,,single_enemy,False,True,,Shaman,,False,,Attack the enemy with your weapon and a random elemental spell.
Enhance Armor,EnhanceArmor,Skills,Skill,Enhance,,0,,1.0,,single_enemy,True,True,,Knight Enchanter; Spellblade,,False,,"Your armor adapts to your dwindling arcane reserves, fortifying itself as your mana depletes. The less mana you have, the greater your ' defense rating becomes. This protective enchantment ensures you can endure even when your magic is nearly exhausted."
Enhance Blade,EnhanceBlade,Skills,Skill,Enhance,,0,,1.0,,single_enemy,True,True,,Spellblade,Dark Knight,False,,"Your blade thrums with arcane energy, amplifying its strength in proportion to your mana reserves. With each strike, you channel your magic into raw power, adding bonus damage equal to your weapon's base damage multiplied by your mana percentage."
Eternal Conduit,EternalConduit,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The Thaumaturgist's bond with their Xenids is so strong that they gain a portion of all healing and buffs their Xenids receive, and their Xenids gain a portion of all healing and buffs the Thaumaturgist receives."
Evasion,Evasion,Skills,Skill,Martial Arts,,0,,1.0,,single_enemy,True,True,,Master Monk,,False,,"You have become highly attuned at your surroundings, anticipating other's actions and increasing your chance to dodge attacks."
Evasive Guard,EvasiveGuard,Skills,Skill,Defensive,,0,,1.0,,single_enemy,True,True,,Footpad; Ninja; Rogue,,False,,"Each time you are hit, you learn and reduce future damage (stacks up to 3). Stacks reset when you dodge an attack."
Execution Rhythm,ExecutionRhythm,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Marked finishers refund 10% of their MP cost per mark.
Exploit Weakness,ExploitWeakness,Skills,Skill,Truth,,10,Mana,1.0,,single_enemy,False,True,,Inquisitor,,False,,Inspect and identify the enemy's greatest weakness and exploit it.
Extended Reach,ExtendedReach,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Dragoon; Lancer,,False,,A main-hand polearm removes the accuracy penalty against flying creatures.
Eyes of the Unseen,EyesUnseen,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"The Seeker excels at rooting out the evil that hides in the shadows. Studying these enemies has improved their own game, improving battle awareness and increasing both critical and dodge chance."
False Opening,FalseOpening,Skills,Skill,Control,,8,Mana,1.0,,single_enemy,False,True,,Arcane Trickster,,False,,Strike for 85% weapon damage and reduce the target's Attack and Magic.
Familiar,Familiar,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Warlock,,True,,"The warlock gains the assistance of a familiar, a magic serving as both a pet and a helper. The familiar's abilities rely on its master's statistics and resources."
Familiar,Familiar2,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Warlock,,True,,"The warlock's familiar gains strength, unlocking additional abilities."
Familiar,Familiar3,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,True,,"The warlock's familiar gains additional strength, unlocking even more abilities."
Familiar Bond,FamiliarBond,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,,Increase the familiar action chance from 25% to 33%.
Familiar Bond II,FamiliarBond2,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,,Increase the familiar action chance from 33% to 50%.
Fatality,Fatality,Skills,Skill,Offensive,,16,Mana,1.0,,single_enemy,False,True,,Berserker,,False,,"Attempt to finish the enemy with double weapon damage. If the enemy survives, they immediately parry and counterattack. If the enemy dies, restore 15% of your maximum health."
Favored Enemy,FavoredEnemy,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Ranger,,False,,Mark the current enemy type as your quarry. Keeping the same mark builds tracking mastery; changing quarry carries over only some practice.
Festering Anguish,FesteringAnguish,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,Corruption; Corruption II,Corruption damage increases by 25% on every tick.
Final Assault,FinalAssault,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Berserker,,False,,"When a melee blow would kill you, counterattack; if the attacker falls, stabilize at 1 HP."
Find Traps,FindTraps,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Warns before entering some adjacent armed traps.
Finders Keepers,FindersKeepers,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Rogue,,False,,Occasionally finds extra eligible loot after ordinary defeated enemies.
Fine Print,FinePrint,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Call Contract,Reduce fiend-contract gold costs by 20%.
Fire Inside,FireInside,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Mage,,False,,Fire spells have a 20% chance to grant +25% critical chance to the next attack. The charge expires after 3 turns and is consumed by the next attack regardless of its result.
Flammable Affliction,FlammableAffliction,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Curse of Umbra,Curse of Umbra also reduces Fire resistance.
Flash Blindness,FlashBlindness,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Healer,,False,,Holy spells may blind every nearby enemy with brilliant radiance.
Flowing Palm,FlowingPalm,Skills,Skill,Offensive,,8,Mana,1.0,,single_enemy,False,True,,Monk,,False,,Strike for 115% weapon damage and gain 5 accuracy points per stored Ki.
Flurry of Blades,FlurryBlades,Skills,Skill,Offensive,,40,Mana,0.75,,single_enemy,False,True,,Ninja,,False,,Launch progressively less accurate main-hand attacks until one misses.
Focused Assault,FocusedAssault,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Sentinel; Stalwart Defender,,False,,Improve hit chance and critical strike damage for three turns.
For Good Measure,ForGoodMeasure,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Assassin,,False,,Passive: A successful Disarm is followed by an off-hand attack.
Force Multiplier,ForceMultiplier,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,Magic Missile; Magic Missile II; Magic Missile III,Magic Missile casts cost 25% more mana. Each projectile deals 25% more damage.
Foregone Conclusion,ForegoneConclusion,Skills,Skill,Class,,10,Revelation,1.0,,single_enemy,False,True,,Seeker,,False,,Spend all Revelation on a target to reduce Attack and Magic for three turns.
Fourfold Surge,FourfoldSurge,Skills,Skill,Class,,14,Mana,1.0,,single_enemy,False,True,,Archdruid,,False,,Spend at least two distinct Harmony aspects for their typed nature riders.
Fragmentation,Fragmentation,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,Magic Missile III,"Each Magic Missile projectile has a chance to fragment on impact, leaving Arcane crystal shards on the battlefield."
Frenzy,Frenzy,Skills,Skill,Enhance,,10,Mana,1.0,,single_enemy,False,True,,Berserker,,False,,"Enter a controlled Berserk state for three turns. You can only attack, but gain increased weapon damage and critical chance."
Frozen Armor,FrozenArmor,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Mage,,False,,Ice spells have a 20% chance to grant +10 Defense and 25% Ice resistance for one turn.
Fundamental Harmony,FundamentalHarmony,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Pathfinder,,False,,Passive: Increase damage from offensive Elemental spells.
Generator Shield,GeneratorShield,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Stalwart Defender,,False,,"Gain Resolve for each enemy hit by Shield Ricochet, doubled when that enemy is stunned."
Get Even,GetEven,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Stalwart Defender,,False,,Successful Retaliate counterattacks reduce the cost of the next non-Surge Resolve ability.
Ghost Step,GhostStep,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,"Passive: Once per combat, a dodge or parry restores concealment."
Goad,Goad,Skills,Skill,Defensive,,12,Mana,1.0,,single_enemy,False,True,,Healer; Sentinel; Templar; Warrior,Dragonkin; Earth Myrmidon; Evil Crusader; Golem; Iron Golem; Maelephant; Pseudodragon,False,,Provoke the target into a berserking rage.
Goblin Punch,GoblinPunch,Skills,Skill,Offensive,,0,,1.0,,single_enemy,False,True,,,Goblin,False,,"Attack the target multiple times with a flurry of punches, dealing damage based on the strength difference between the user and target."
Gold Toss,GoldToss,Skills,Skill,Luck,,0,,1.0,,single_enemy,False,True,,Thief,Copycat; Goblin; Harlequin; Pseudodragon; Puppet; Trickster,False,,"Toss a handful of gold at the enemy, dealing damage equal to the amount of gold thrown."
Gore,Gore,Skills,Skill,,,0,,1.0,,single_enemy,False,True,,,Unicorn,False,,"Attempt to disembowel the target with a horn, dealing extra weapon damage and bleed."
Graceful Intercession,GracefulIntercession,Skills,Skill,Support,,8,Mana,1.0,,self,False,True,,Hierophant,,False,,Spend one Devotion to restore health and raise a two-turn ward.
Grand Finale,GrandFinale,Skills,Skill,Class,,8,Mana,1.0,,single_enemy,False,True,,Troubadour,,False,,End the active combat song immediately and spend its Crescendo on the coda.
Grand Heist,GrandHeist,Skills,Skill,Offensive,,25,Mana,1.0,,single_enemy,False,True,,,,False,,"The ultimate trickster maneuver. Steals everything not nailed down, inflicts a nasty surprise, then pelts the victim with their own gold."
Grease Missile,GreaseMissile,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Demonologist,,False,Shadow Bolt; Shadow Bolt II; Shadow Bolt III,"Shadow Bolt coats its target in flammable grease, slowing it and making it prone to falling and intense burns."
Great Benediction,GreatBenediction,Skills,Skill,Class,,18,Mana,1.0,,single_enemy,False,True,,Archbishop,,False,,"Spend at least 3 Prayer for healing, defense, status resistance, and MP sustain."
Great Gospel,GreatGospel,Skills,Skill,Power Up,,35,Mana,1.0,,self,False,True,,,,True,,"The light of God shines upon you, healing all wounds and providing a temporary boost. Status effects are cured, Prayer rises to at least half its cap, and divine support generation and payoffs improve for 5 rounds."
Guard Cleaver,GuardCleaver,Skills,Skill,Class,,9,Mana,1.0,,single_enemy,False,True,,Berserker; Grandmaster of Arms; Weapon Master,,False,,A longsword discipline art that cuts through and weakens guard.
Guard Cleaver 2,GuardCleaver2,Skills,Skill,Class,,11,Mana,1.0,,single_enemy,False,True,,Berserker; Grandmaster of Arms; Weapon Master,,False,,A mastered longsword blow with greater force against an enemy's guard.
Guard Cleaver 3,GuardCleaver3,Skills,Skill,Class,,13,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,A perfected longsword blow that tears through an enemy's guard.
Guard Partner,GuardPartner,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Beast Master,,False,,Order the tamed companion to guard partner.
Hadouken,Hadouken,Skills,Skill,Martial Arts,,16,Mana,1.0,,single_enemy,False,True,,Master Monk,,False,,A focused chi strike delivered at range.
Hallowed Readiness,HallowedReadiness,Skills,Skill,Defensive,,10,Mana,1.0,,self,False,True,,Cleric,,False,,Raise Defense and Magic Defense.
Harry Prey,HarryPrey,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,Beast Master,,False,,Order the tamed companion to harry prey.
Headbutt,Headbutt,Skills,Skill,Martial Arts,,6,Mana,1.0,,single_enemy,False,True,,Monk,War Turtle,False,,A close strike that can stun.
Heal Summon,HealSummon,Skills,Skill,Class,,18,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,False,,Restore HP and MP to all owned summons.
Health Drain,HealthDrain,Skills,Skill,Drain,,10,Mana,1.0,,single_enemy,False,True,,Warlock,Succubus; Vampire; Vampire Bat,False,,"Drain the enemy, absorbing their health."
Health/Mana Drain,HealthManaDrain,Skills,Skill,Drain,,0,,1.0,,single_enemy,False,True,,Shadowcaster,Lich,False,,"Drain the enemy, absorbing the health and mana in return."
Hemorrhage,Hemorrhage,Skills,Skill,Class,,7,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A dagger discipline art that opens and worsens bleeding wounds.
Hemorrhage 2,Hemorrhage2,Skills,Skill,Class,,9,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A mastered dagger cut with greater force before it opens a deep wound.
Hemorrhage 3,Hemorrhage3,Skills,Skill,Class,,11,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,A perfected dagger cut that opens a devastating wound.
Hemorrhage Thirst,HemorrhageThirst,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Berserker,,False,,Passive: Enemy bleed damage restores the same amount of health. Triggering this on more than two consecutive turns causes two turns of unconsciousness.
Hidden Blade,HiddenBlade,Skills,Skill,Offensive,,8,Mana,1.0,,single_enemy,False,True,,Assassin,,False,,"Attack normally, then follow with a concealed throwing dagger."
Hold the Line,HoldTheLine,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Sentinel; Stalwart Defender,,False,,Enter a shield stance that improves block and mitigation.
Holy Retribution,HolyRetribution,Skills,Skill,Power Up,,25,Mana,1.0,,self,False,True,,,,True,,"Call upon the spirit of a Paladin to fill you with holy energy. For 5 rounds, physical attacks burn with holy fire, the first Holy or shield action each round builds extra Devotion, and Devotion payoffs become stronger."
Honed Attack,HonedAttack,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Pathfinder; Warrior; Weapon Master,,False,,Passive: Increase the damage bonus from critical hits by 25%.
Howl,Howl,Skills,Skill,Offensive,,10,Mana,1.0,,single_enemy,False,True,,,Direwolf; Werewolf,False,,"The wolf howls at the moon, terrifying the enemy."
Hunter's Snare,HuntersSnare,Skills,Skill,Control,,8,Mana,1.0,,single_enemy,False,True,,Ranger,,False,,"Reduce an enemy's Speed. Against your favored enemy, Tracking Mastery strengthens the penalty and extends its duration."
Hyakuretsukyaku,Hyakuretsukyaku,Skills,Skill,Martial Arts,,14,Mana,1.0,,single_enemy,False,True,,Master Monk,,False,,A rushing flurry of kicks.
Illusory Link,IllusoryLink,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,Mirror Image; Mirror Image II,"While Mirror Image is active, the caster and a duplicate split incoming damage, reducing it by half."
Imbue Weapon,ImbueWeapon,Skills,Skill,Enhance,,12,Mana,1.25,,single_enemy,False,True,,Footpad; Healer; Mage; Spell Stealer,,False,,Channel magical energy into your weapon to enhance its damage.
Impending Demise,ImpendingDemise,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,Shadow Bolt; Shadow Bolt II; Shadow Bolt III,Shadow Bolt damage is increased by 50% divided by the turns left on Doom.
Improved Defend,ImprovedDefend,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Warrior,,False,,Passive: Defend grants an additional 15% damage reduction.
Incantation Comprehension,IncantationComprehension,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad,,False,,Passive: Increase the effectiveness of scrolls by 25 percent.
Indiscriminate Provocation,IndiscriminateProvocation,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Shadowcaster,,False,Goad,Homunculus Goad succeeds more often and confuses its target into attacking allies.
Inferno,Inferno,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,,"Flames feed more flames, allowing burns to spread through the battlefield and among enemies."
Inspect,Inspect,Skills,Skill,Truth,,5,Mana,1.0,,single_enemy,False,True,,Footpad; Inquisitor; Seeker,,False,,"Your attention to detail allows you to inspect aspects of the enemy, possibly revealing a tender spot."
Insult to Injury,InsultToInjury,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Warlock,,False,Magic Missile; Magic Missile II; Magic Missile III; Kinetic Explosion,Mephit Arcane spells deal 50% more damage to Corrupted targets.
Intensify Elements,IntensifyElements,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Pathfinder,,False,,Passive: Taking elemental damage empowers the next spell of that school.
Interpose,Interpose,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,,,False,,Enter a guarded stance for 2 turns and strengthen the next block.
Invoke Agloolik,InvokeAgloolik,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Agloolik's trusted invocation.
Invoke Bardi,InvokeBardi,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Bardi's trusted invocation.
Invoke Cacus,InvokeCacus,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Cacus's trusted invocation.
Invoke Caladrius,InvokeCaladrius,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Caladrius's trusted invocation.
Invoke Dilong,InvokeDilong,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Dilong's trusted invocation.
Invoke Hala,InvokeHala,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Hala's trusted invocation.
Invoke Hodag,InvokeHodag,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Hodag's trusted invocation.
Invoke Izulu,InvokeIzulu,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Izulu's trusted invocation.
Invoke Kobalos,InvokeKobalos,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Kobalos's trusted invocation.
Invoke Lamashtu,InvokeLamashtu,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Lamashtu's trusted invocation.
Invoke Patagon,InvokePatagon,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Patagon's trusted invocation.
Invoke Seraphim,InvokeSeraphim,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Seraphim's trusted invocation.
Invoke Tiamat,InvokeTiamat,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Tiamat's trusted invocation.
Invoke Zahhak,InvokeZahhak,Skills,Skill,Class,,12,Mana,1.0,,single_enemy,False,True,,Thaumaturgist,,True,,Borrow Zahhak's trusted invocation.
Iron Maiden,IronMaiden,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Stalwart Defender,,False,,Attackers take damage while Stronghold is active.
Iron Palm,IronPalm,Skills,Skill,Class,,6,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A fist discipline art that disrupts the target's attack and hardens your stance as mastery grows.
Iron Palm 2,IronPalm2,Skills,Skill,Class,,8,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A mastered palm strike with greater force and discipline scaling.
Iron Palm 3,IronPalm3,Skills,Skill,Class,,10,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,A perfected palm strike backed by complete unarmed mastery.
Ironwall Revenge,IronwallReprisal,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Stalwart Defender,,True,,Consume full Resolve for a three-hit counterattack.
Judgment Riposte,JudgmentRiposte,Skills,Skill,Class,,0,,1.0,,single_enemy,False,True,,,,False,,Prepare a Holy counterattack against the next enemy attack.
Jump,Jump,Skills,Skill,Offensive,,10,Mana,2.0,1,single_enemy,False,True,,Dragoon; Lancer,Battle Toad; Direwolf,False,,"Leap into the air and bring down your weapon onto the enemy, delivering increased damage."
Keen Eye,KeenEye,Skills,Skill,Truth,,0,,1.0,,single_enemy,True,True,,Inquisitor; Rogue,,False,,"As an Inquisitor, you can gain insights into your surroundings."
Kidney Punch,KidneyPunch,Skills,Skill,Stealth,,18,Mana,1.0,,single_enemy,False,True,,Footpad,Barghest; Battle Toad; Drow Assassin; False-Ledger Broker; Guild Cutpurse; Invisible Stalker; Panther; Silent Contract Knife; Spell-Sealed Cutpurse,False,,"Death Mark Setup: punch the enemy in the kidney, rendering them stunned. Requires an off-hand weapon."
Lance Sweep,LanceSweep,Skills,Skill,Offensive,,8,Mana,1.0,,single_enemy,False,True,,Dragoon; Lancer,,False,,"Sweep a polearm through the target for normal weapon damage, reducing its Speed for two turns."
Last Bastion,LastBastionSurge,Skills,Skill,Class,,0,Resolve,1.0,,single_enemy,False,True,,Stalwart Defender,,True,,Consume full Resolve to recover and rebuild your guard.
Last Stand,LastStand,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Stalwart Defender; Templar,,False,,Increase defense and block strength at the expense of attack power.
Learn Spell,LearnSpell,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Diviner,,False,,Permanently learn an explicitly rank-1 hostile spell after witnessing it resolve successfully.
Learn Spell,LearnSpell2,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Astromancer,,False,,Permanently learn explicitly ranked hostile spells up to rank 2 after witnessing them resolve successfully.
Leg Sweep,LegSweep,Skills,Skill,Offensive,,8,Mana,0.75,,single_enemy,False,True,,Healer; Monk,,False,,"Sweep the leg, tripping the enemy and leaving them prone."
Lick,Lick,Skills,Skill,Offensive,,10,Mana,1.25,,single_enemy,False,True,,,,False,,"Lick the target, dealing damage and inflicting random status effect(s)."
Life Tap,LifeTap,Skills,Skill,Drain,,0,,1.0,,self,False,True,,Warlock,,False,,Convert a portion of your health into mana.
Lingering Venom,LingeringVenom,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Ninja,,False,,Passive: Improves toxin potency and ordinary reaction duration.
Live and Learn,LiveAndLearn,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Assassin,,False,,"Passive: Critical hits taken can increase dodge, stacking three times."
Lockpick,Lockpick,Skills,Skill,Stealth,,0,,1.0,,single_enemy,True,True,,Assassin; Footpad; Thief,,False,,Unlock a locked chest while carrying a Lockpick Kit. The kit may lose durability or break.
Low Sweep,LowSweep,Skills,Skill,Class,,7,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A club discipline art that disrupts footing with speed pressure and prone chances.
Low Sweep 2,LowSweep2,Skills,Skill,Class,,9,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms; Weapon Master,,False,,A mastered sweep with greater impact against the target's footing.
Low Sweep 3,LowSweep3,Skills,Skill,Class,,11,Mana,1.0,,single_enemy,False,True,,Grandmaster of Arms,,False,,A perfected sweep that overwhelms the target's footing.
Lullaby,Lullaby,Skills,Skill,Control,,5,Mana,1.0,,single_enemy,False,True,,Healer,,False,,Serenade a target with a chance to put it to sleep.
Lunar Frenzy,LunarFrenzy,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,,,True,,"Transformation is a powerful ability, achievable as a Druid but perfected by the Lycan. You gain an increased brutality while transformed, dealing increasing damage and healing on critical hits the longer you are changed. This does come at a cost, as you will reach a point where you can no longer change back until after combat."
Lunar Rend,LunarRend,Skills,Skill,Offensive,,12,Mana,1.0,,single_enemy,False,True,,Lycan,,False,,Werewolf only: strike for 140% weapon damage and inflict Bleed.
Maelstrom Weapon,MaelstromWeapon,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Shaman,,False,,"Successive strikes channel maelstrom energy into your weapon, increasing critical strike chance with each hit. The energy dissipates on a critical strike or if you miss."
Magical Invigoration,MagicalInvigoration,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Priest,,False,,Passive: Each Regen tick grants 4 Magic. Each stack expires independently in the same cadence in which it was gained.
Maim,Maim,Skills,Skill,Offensive,,10,Mana,1.0,,single_enemy,False,True,,Assassin; Weapon Master,,False,,"Target the foe's main hand, rendering it unusable. A critical hit deals triple damage."
Main Gauche,MainGauche,Skills,Skill,Passive,,0,,1.0,,single_enemy,True,True,,Assassin,,False,,Passive: Daggers and Ninja blades in the off hand improve Parry.
Make Toxin,MakeToxin,Skills,Skill,Utility,,0,,1.0,,single_enemy,False,False,,Assassin,,False,,Craft an available venom or Deathcap into its matching toxin.
Mana Depletion,ManaDepletion,Skills,Skill,Class,,0,,1.0,,single_enemy,True,True,,Footpad,,False,,Passive: Basic attacks deplete mana from the target based on damage dealt.
Mana Drain,ManaDrain,Skills,Skill,Drain,,0,,1.0,,single_enemy,False,True,,Warlock,Beholder; Incubus; Mind Flayer; Succubus,False,,"Drain the enemy, absorbing their mana."
Mana Leak,ManaLeak,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Sorcerer,,False,Mana Rupture,Mana Rupture consumes Arcane Empowerment to deplete the target's mana pool.
Mana Shield,ManaShield,Skills,Skill,Enhance,,0,,1.0,,self,False,True,,Mage; Priest,Brain Gorger; Circe; Domingo; Merzhin,False,,Toggle a mana shield that redirects up to 25% of each physical attack's damage into your mana pool.
Mana Shield 2,ManaShield2,Skills,Skill,Enhance,,0,,1.0,,self,False,True,,Archbishop,,False,,Toggle an enhanced mana shield that redirects up to 50% of each physical attack's damage into your mana pool.
Mana Slice,ManaSlice,Skills,Skill,Enhance,,0,,0.5,,single_enemy,False,True,,Spellblade,,False,,A mana-infused strike that drains the target's mana.
Mana Slice II,ManaSlice2,Skills,Skill,Enhance,,0,,1.5,,single_enemy,False,True,,Knight Enchanter,,False,,An improved mana-infused strike that drains more of the target's mana.
Mana Splinters,ManaSplinters,Skills,Skill,Power Up,,0,,1.0,,single_enemy,True,True,,Wizard,,False,Mana Rupture,"Mana Rupture shatters every Arcane crystal shard, damaging all enemies while the returning force restores the caster's mana."
Mana Tap,ManaTap,Skills,Skill,Drain,,0,,1.0,,self,False,True,,Knight Enchanter; Shadowcaster; Spellblade,,False,,Convert a portion of your mana into health.
