Name,Class ID,Type,Floors,Locations,Funhouse,Boss,HP Min,HP Max,MP Min,MP Max,Experience Min,Experience Max,Strength Min,Strength Max,Intelligence Min,Intelligence Max,Wisdom Min,Wisdom Max,Constitution Min,Constitution Max,Charisma Min,Charisma Max,Dexterity Min,Dexterity Max,Attack Min,Attack Max,Defense Min,Defense Max,Magic Min,Magic Max,Magic Defense Min,Magic Defense Max,Promotion Level,Spells,Skills,Equipment,Drops,Status Immunities,Fire Resistance,Ice Resistance,Electric Resistance,Water Resistance,Earth Resistance,Wind Resistance,Shadow Resistance,Holy Resistance,Poison Resistance,Physical Resistance
Myrmidon,Myrmidon,Elemental,,,False,False,93,143,93,93,520,800,26,26,18,18,16,16,18,18,10,10,14,14,35,35,36,36,38,38,34,34,4,,,Weapon: Elemental Blade; Armor: Plate Mail; OffHand: Kite Shield,Elemental Mote; Scrap Metal,Poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25
Naga,Naga,Monster,2,,False,False,37,43,30,30,67,118,15,15,13,13,15,15,15,15,12,12,17,17,17,17,16,16,13,13,16,16,2,Silence,Double Strike,Weapon: Partisan,,,0.0,0.0,-0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Necromancer,Necromancer,Humanoid,4,,False,False,54,79,172,172,415,540,14,14,22,22,18,18,14,14,12,12,13,13,26,26,27,27,50,50,45,45,4,Curse of Polydipsia; Enfeeble; Raise Dead; Shadow Bolt,,Weapon: Rune Staff; Armor: Gold Cloak,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Night Hag,NightHag,Fey,3; 4,,False,False,42,60,127,127,215,312,16,16,22,22,26,26,12,12,14,14,19,19,20,20,26,26,41,41,40,40,3,Enfeeble; Magic Missile; Sleep,Nightmare Fuel,Weapon: Kris; Armor: Silver Cloak; OffHand: Infernal Grimoire,Hemlock Root,,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25
Nightmare,Nightmare,Fiend,,Nightmare Boss Room,False,True,432,432,117,117,2000,2000,30,30,17,17,15,15,22,22,16,16,15,15,58,58,42,42,46,46,38,38,3,Fireball; Sleep,Nightmare Fuel; Stomp; True Strike,Weapon: Nightmare Hoof; Armor: Animal Hide; OffHand: Nightmare Hoof,Item; Old Key,Death,1.0,-0.25,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.5
Ogre,Ogre,Monster,3,,False,False,60,70,58,58,215,295,24,24,18,18,14,14,20,20,10,10,14,14,28,28,27,27,30,30,31,31,3,Dispel; Magic Missile,Piercing Strike,Weapon: Spike Maul; Armor: Cuirboulli,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orc,Orc,Humanoid,2,,False,False,27,38,20,20,45,80,12,12,6,6,5,5,10,10,8,8,14,14,14,14,13,13,10,10,10,10,2,,Piercing Strike,Weapon: Jian; Armor: Leather Armor,Leather,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owlbear,Owlbear,Monster,3; 4,,False,False,82,100,93,93,240,335,23,23,18,18,22,22,24,24,12,12,16,16,26,26,29,29,34,34,32,32,3,Regen; Shock; Wind Speed,,Weapon: Claw; Armor: Animal Hide; OffHand: Claw,Feather; Leather,,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
Panther,Panther,Animal,1; 2,,False,False,20,24,33,33,19,28,10,10,8,8,8,8,10,10,10,10,13,13,13,13,10,10,8,8,7,7,1,,Backstab; Disarm; Kidney Punch,Weapon: Claw; Armor: Animal Hide; OffHand: Claw,Mystery Meat; Leather,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Panther,Panther2,Animal,,,False,False,20,24,33,33,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Backstab; Disarm; Kidney Punch,Weapon: Claw; Armor: Animal Hide; OffHand: Claw,Mystery Meat; Leather,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Pit Viper,PitViper,Animal,3,,False,False,54,66,36,36,215,290,17,17,6,6,8,8,16,16,10,10,18,18,25,25,24,24,12,12,19,19,3,,Double Strike,Weapon: Snake Fang; Armor: Snake Scales,Mystery Meat; Snake Skin; Viper Venom,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Pseudodragon,Pseudodragon,Dragon,,Pseudodragon Boss Room,False,True,270,270,126,126,800,800,28,28,26,26,24,24,20,20,20,20,18,18,38,38,30,30,42,42,40,40,2,Blinding Fog; Dispel; Fireball,Dragon Breath (Fire); Goad; Gold Toss,Weapon: Dragon Claw; Armor: Dragon Scales; OffHand: Dragon Claw,Dragon's Tear; Item; Old Key,Death; Stone,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.1
Puppet,Puppet,Humanoid,,,True,False,128,242,48,142,1200,2200,8,22,8,22,8,22,8,22,8,22,8,22,18,38,18,38,18,38,18,38,4,Mirror Image; Silence,Double Strike; Gold Toss; Smoke Screen,Weapon: Kris; Armor: Cuirboulli,,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Quasit,Quasit,Fiend,1,,False,False,24,28,23,23,25,44,8,8,8,8,10,10,11,11,14,14,16,16,10,10,11,11,10,10,13,13,1,,Piercing Strike; Shapeshift,Weapon: Demon Claw; Armor: Demon Armor; OffHand: Claw,,Death; Poison,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1,0.0
Red Dragon,RedDragon,Dragon,,Red Dragon Boss Room,False,True,1952,1952,534,534,80000,80000,48,48,34,34,42,42,52,52,38,38,32,32,118,118,124,124,96,96,148,148,5,Photon Sphere; Regen; Volcano,Doublecast; Dragon Breath (Fire); Mortal Strike,Weapon: Dragon Tail; Armor: Dragon Scales; OffHand: Dragon Claw,Dragon's Tear; Item,Death; Poison; Stone,1.5,0.5,0.5,0.5,1.0,-0.25,0.5,0.5,0.75,0.25
Red Dragon,RedDragon2,Dragon,,Red Dragon Boss Room,False,True,1952,1952,534,534,80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Photon Sphere; Regen; Volcano,Doublecast; Dragon Breath (Fire); Mortal Strike,Weapon: Dragon Tail; Armor: Dragon Scales; OffHand: Dragon Claw,Dragon's Tear; Item,Death; Poison; Stone,1.5,0.5,0.5,0.5,1.0,-0.25,0.5,0.5,0.75,0.25
Red Slime,RedSlime,Slime,2,,False,False,30,44,50,50,43,150,10,10,20,20,20,20,12,12,10,10,5,5,7,7,13,13,24,24,150,150,2,Enfeeble; Firebolt,,,Mana Potion; Fungus Spore,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,-0.5
Reflection Psychopomp,ReflectionPsychopomp,Liminal,,Liminal Gap,False,True,1442,1442,492,492,0,0,42,42,42,42,42,42,42,42,42,42,42,42,105,105,115,115,125,125,120,120,40,Holy II; Ruin; Silence,,,,Death; Poison; Stone; Berserk,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0,0.25
Sandworm,Sandworm,Monster,5,,False,False,260,330,211,211,910,1200,34,34,21,21,22,22,30,30,20,20,18,18,56,56,49,49,49,49,54,54,5,Earthquake; Sandstorm,Consume Item; Surface; Tunnel,Weapon: Earth Maw,Scrap Metal,Stone,0.0,0.0,0.5,-0.25,1,0.0,0.0,0.0,1,0.5
Satyr,Satyr,Fey,1; 2,,False,False,28,33,37,37,28,44,11,11,12,12,10,10,11,11,12,12,12,12,13,13,14,14,12,12,18,18,1,,Stomp,Weapon: Rapier; Armor: Padded Armor,Leather,,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.0,0.1,0.1
Scarecrow,Scarecrow,Construct,0,,False,False,15,17,13,13,13,21,12,12,3,3,6,6,10,10,8,8,11,11,4,4,5,5,7,7,5,5,0,,Sleeping Powder,Weapon: Claw,,Poison; Death; Stone,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Shadow Serpent,ShadowSerpent,Elemental,5,,False,False,152,202,118,118,780,1090,28,28,18,18,15,15,22,22,16,16,23,23,46,46,41,41,46,46,40,40,5,Corruption,Double Strike,Weapon: Snake Fang; Armor: Snake Scales; OffHand: Snake Fang,Megalixir; Shadow Venom,,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.75,0.25,0.25
Silent Contract Knife,GuildContractBoss,Humanoid,,,False,True,90,90,40,40,8,18,38,38,14,14,14,14,26,26,20,20,38,38,56,56,40,40,30,30,36,36,0,,Backstab; Kidney Punch; Sneak Attack; Steal,Weapon: Jian; Armor: Leather Armor,Thieves Guild Signet,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skeleton,Skeleton,Undead,0,,False,False,17,19,6,6,11,20,8,8,4,4,8,8,12,12,5,5,6,6,3,3,8,8,5,5,6,6,0,,,Weapon: Rapier; OffHand: Buckler,Health Potion,Death,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.5,0.0
Spell-Sealed Cutpurse,GuildArcaneBoss,Humanoid,,,False,True,90,90,40,40,8,18,28,28,30,30,20,20,26,26,22,22,30,30,42,42,40,40,48,48,44,44,0,Firebolt; Shock,Backstab; Kidney Punch; Steal,Weapon: Jian; Armor: Leather Armor,Thieves Guild Signet,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel Predator,SteelPredator,Construct,2,,False,False,41,47,49,49,85,129,17,17,9,9,12,12,14,14,12,12,19,19,18,18,21,21,11,11,16,16,2,Silence,Charge; Destroy Metal,Weapon: Claw; Armor: Metal Plating; OffHand: Claw,Scrap Metal,Poison; Death; Stone,0.5,0.5,0.5,-0.75,0.0,0.0,0.0,0.0,1.0,0.5
Storm Myrmidon,StormMyrmidon,Elemental,4; 5,,False,False,93,143,93,93,520,800,26,26,18,18,16,16,18,18,10,10,14,14,35,35,36,36,38,38,34,34,4,Shock,Piercing Strike; Shield Slam,Weapon: Elemental Blade; Armor: Plate Mail; OffHand: Kite Shield,Elemental Mote; Scrap Metal,Poison,0.0,0.0,1.5,-0.5,0.0,0.0,0.0,0.0,1,0.25
Succubus,Succubus,Fiend,,,False,False,360,460,294,294,1080,1360,22,22,34,34,32,32,30,30,48,48,38,38,58,58,50,50,76,76,72,72,5,Corruption; Sleep; Terrify,Health Drain; Mana Drain,Weapon: Demon Claw; OffHand: Demon Claw,,Death; Sleep,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.5,0.0,0.0
Test,Test,Misc,,,False,False,11,11,999,999,5000,5000,20,20,0,0,0,0,10,10,99,99,25,25,0,0,0,0,0,0,0,0,99,,Slot Machine,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Devil,Devil,Fiend,,,False,False,3570,3570,848,848,0,0,65,65,48,48,60,60,70,70,70,70,40,40,170,170,170,170,150,150,140,140,99,Hellfire; Regen; Terrify,Choose Fate; Crush; Parry,Weapon: attacks; Armor: Devil Skin; OffHand: attacks,,Death; Poison; Stone,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.25,1.0,1.0
Treant,Treant,Fey,3,,False,False,72,98,81,81,235,320,26,26,16,16,21,21,20,20,12,12,16,16,30,30,35,35,37,37,43,43,3,Regen,Crushing Blow; Throw Rock,,Cursed Hops; Acorn; Vine Seed,Poison,-1.0,0.0,0.0,1.5,0.0,0.0,0.25,0.0,1.0,0.25
Trickster,Trickster,Humanoid,,,True,False,149,264,89,204,1500,2600,9,24,13,34,13,34,9,24,9,24,9,24,20,40,20,40,24,48,24,48,4,Mirror Image; Silence,Double Strike; Gold Toss; Smoke Screen,Weapon: Kris; Armor: Cuirboulli,,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Troll,Troll,Humanoid,3; 4,,False,False,74,89,30,30,225,310,24,24,10,10,8,8,24,24,12,12,15,15,25,25,24,24,22,22,21,21,3,,Mortal Strike,Weapon: Double Axe; Armor: Cuirboulli,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twisted Dwarf,TwistedDwarf,Humanoid,1; 2,,False,False,27,31,18,18,25,44,12,12,8,8,10,10,12,12,8,8,10,10,14,14,14,14,11,11,11,11,1,,Piercing Strike,Weapon: Mattock; Armor: Hide Armor,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unicorn,Unicorn,Fey,5,,False,False,119,145,192,192,440,575,28,28,27,27,32,32,27,27,34,34,28,28,38,38,40,40,47,47,46,46,5,Holy III; Regen III,Gore; Stomp,Weapon: Unicorn Horn; Armor: Animal Hide,,Poison,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,1.5,1.0,0.25
Vampire,Vampire,Undead,2,,False,False,35,43,44,44,50,90,16,16,14,14,12,12,15,15,14,14,14,14,13,13,17,17,21,21,18,18,2,Lightning; Silence,Health Drain; Shapeshift,Weapon: Ironshod Staff; OffHand: Bite,,Death,-0.25,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.5,0.0
Vampire Bat,VampireBat,Animal,2,,False,False,30,38,46,46,50,90,12,12,16,16,15,15,10,10,14,14,18,18,10,10,11,11,14,14,11,11,2,,Health Drain; Shapeshift,Weapon: Bite,Mystery Meat,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vesperion,Vesperion,Celestial,,Final Chamber,False,True,3666,3666,1168,1168,0,0,52,52,68,68,72,72,66,66,78,78,46,46,150,150,165,165,175,175,170,170,99,Holy III; Oblivion; Regen; Ruin; Silence,Choose Fate,,,Death; Poison; Stone; Silence; Berserk,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,1.0,0.5
War Turtle,WarTurtle,Animal,3,,False,False,96,114,64,64,225,310,23,23,9,9,17,17,30,30,8,8,7,7,25,25,38,38,14,14,28,28,3,Reflect,Headbutt; Retract,Weapon: Bite; Armor: Animal Hide,Mystery Meat,,0.0,0.0,-0.5,0.75,0.0,0.0,0.0,0.0,0.25,0.5
Warforged,Warforged,Construct,5,Realm of Cambion Terminal,False,False,263,333,140,140,880,1180,40,40,20,20,16,16,33,33,12,12,10,10,66,66,62,62,45,45,39,39,5,Silence,Crush,Weapon: attacks; Armor: Stone Armor; OffHand: Force Field,Scrap Metal,Poison; Death; Stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Warrior,Warrior,Humanoid,2,,False,False,34,43,35,35,65,110,14,14,10,10,8,8,12,12,10,10,10,10,14,14,14,14,14,14,12,12,2,,Disarm; Parry; Piercing Strike,Weapon: Jian; Armor: Chain Mail,Scrap Metal,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Myrmidon,WaterMyrmidon,Elemental,4; 5,,False,False,93,143,93,93,520,800,26,26,18,18,16,16,18,18,10,10,14,14,35,35,36,36,38,38,34,34,4,Water Jet,Parry; Shield Slam,Weapon: Elemental Blade; Armor: Plate Mail; OffHand: Kite Shield,Elemental Mote; Scrap Metal,Poison,0.0,0.0,-0.5,1.5,0.0,0.0,0.0,0.0,1,0.25
Wayward Priest,WaywardPriest,Humanoid,3,,False,False,65,81,150,150,245,335,11,11,25,25,29,29,17,17,25,25,13,13,14,14,22,22,36,36,34,34,3,Cleanse; Heal II; Holy II; Resist Shadow,Dazed or Confused,Weapon: Holy Staff; Armor: Wizard's Robe,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.25,0.0,0.0
Wendigo,Wendigo,Fey,,Wendigo Boss Room,False,True,771,771,146,146,6000,6000,32,32,16,16,19,19,21,21,14,14,22,22,64,64,48,48,71,71,62,62,4,Berserk; Curse of Frailty; Regen; Terrify,Crushing Blow; Double Strike,Weapon: Bite; OffHand: Demon Claw,Item; Old Key,Poison; Death,-0.75,1,0.0,0.0,0.0,0.0,0.25,0.0,1,0.0
Wererat,Wererat,Monster,2,,False,False,25,28,10,10,57,94,14,14,6,6,12,12,11,11,8,8,18,18,11,11,14,14,7,7,11,11,2,,,Weapon: Bite; Armor: Animal Hide; OffHand: Claw,Rat Tail; Leather,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Werewolf,Werewolf,Monster,3,,False,False,75,95,95,95,220,300,24,24,10,10,10,10,20,20,14,14,20,20,28,28,31,31,21,21,20,20,3,,Howl; True Strike,Weapon: Claw; Armor: Animal Hide; OffHand: Claw,Leather,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Werewolf,Werewolf2,Monster,,,False,False,75,95,95,95,220,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,Howl; True Strike,Weapon: Claw; Armor: Animal Hide; OffHand: Claw,Leather,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Wind Myrmidon,WindMyrmidon,Elemental,4; 5,,False,False,93,143,93,93,520,800,26,26,18,18,16,16,18,18,10,10,14,14,35,35,36,36,38,38,34,34,4,Gust,Double Strike; Shield Slam,Weapon: Elemental Blade; Armor: Plate Mail; OffHand: Kite Shield,Elemental Mote; Scrap Metal,Poison,0.0,0.0,0.0,0.0,-0.5,1.5,0.0,0.0,1,0.25
Wyrm,Wyrm,Dragon,5,,False,False,348,428,178,178,920,1180,38,38,28,28,30,30,28,28,22,22,23,23,62,62,53,53,55,55,59,59,5,Volcano,Dragon Breath (Fire); Triple Strike,Weapon: Dragon Tail; Armor: Dragon Scales,Dragon's Tear,Death; Stone,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.1
Wyvern,Wyvern,Dragon,5; 6,,False,False,350,440,183,183,950,1200,35,35,33,33,24,24,30,30,25,25,40,40,66,66,50,50,50,50,43,43,5,Tornado,Dragon Breath (Wind); Piercing Strike,Weapon: Dragon Claw; Armor: Dragon Scales; OffHand: Dragon Claw,Dragon's Tear,Death; Stone,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.1
Xorn,Xorn,Elemental,2,,False,False,44,50,51,51,74,121,16,16,11,11,12,12,17,17,10,10,12,12,16,16,19,19,17,17,17,17,2,Tremor,ConsumeItem,Weapon: Claw; OffHand: Claw,Scrap Metal; Chiryu Koma,Poison; Stone,0.0,0.0,0.5,-0.5,1.0,0.0,0.0,0.0,1.0,0.25
Zombie,Zombie,Undead,1,,False,False,19,22,21,21,11,22,15,15,1,1,5,5,8,8,8,8,8,8,12,12,10,10,4,4,8,8,1,,Piercing Strike,Weapon: Bite,,Death,-0.25,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.5,0.0
